type,w_stgcn,w_ctrgcn,w_pc3d,tau_server,recall,precision,accuracy,f1,fp,fn,p_low,p_high,edge_discard_ratio,edge_alert_ratio,escalation_ratio
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.45,0.75,46.8,46.8,6.5
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.45,0.8,46.8,45.5,7.8
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.45,0.8,46.8,45.5,7.8
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.45,0.8,46.8,45.5,7.8
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.45,0.8,46.8,45.5,7.8
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.45,0.8,46.8,45.5,7.8
hierarchical_escalation_sweep,,,,0.45,100.0,84.62,92.21,0.9167,6,0,0.45,0.85,46.8,44.2,9.1
hierarchical_escalation_sweep,,,,0.48,100.0,84.62,92.21,0.9167,6,0,0.45,0.85,46.8,44.2,9.1
hierarchical_escalation_sweep,,,,0.5,100.0,84.62,92.21,0.9167,6,0,0.45,0.85,46.8,44.2,9.1
hierarchical_escalation_sweep,,,,0.52,96.97,84.21,90.91,0.9014,6,1,0.45,0.85,46.8,44.2,9.1
hierarchical_escalation_sweep,,,,0.55,96.97,84.21,90.91,0.9014,6,1,0.45,0.85,46.8,44.2,9.1
