edge_screener,server_committee,p_low,p_high,pct_esc,f1_score,recall,precision,accuracy,fp,fn,eff_tot_gpu_ms,eff_fps_gpu,eff_tot_cpu_ms,eff_fps_cpu
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.6,41.56,0.9846,96.97,100.0,98.7,0,1,29.61,33.8,218.52,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.7,41.56,0.9846,96.97,100.0,98.7,0,1,29.61,33.8,218.52,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.8,45.45,0.9846,96.97,100.0,98.7,0,1,29.9,33.4,219.91,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.85,46.75,0.9846,96.97,100.0,98.7,0,1,29.99,33.3,220.38,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.9,48.05,0.9846,96.97,100.0,98.7,0,1,30.08,33.2,220.84,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.95,50.65,0.9846,96.97,100.0,98.7,0,1,30.27,33.0,221.77,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.98,59.74,0.9688,93.94,100.0,97.4,0,2,30.93,32.3,225.02,4.4
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.99,62.34,0.9688,93.94,100.0,97.4,0,2,31.12,32.1,225.94,4.4
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.005,0.999,67.53,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,227.8,4.4
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.5,36.36,0.9846,96.97,100.0,98.7,0,1,29.24,34.2,216.66,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.6,41.56,0.9846,96.97,100.0,98.7,0,1,29.61,33.8,218.52,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.7,41.56,0.9846,96.97,100.0,98.7,0,1,29.61,33.8,218.52,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.8,45.45,0.9846,96.97,100.0,98.7,0,1,29.9,33.4,219.91,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.85,46.75,0.9846,96.97,100.0,98.7,0,1,29.99,33.3,220.38,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.9,48.05,0.9846,96.97,100.0,98.7,0,1,30.08,33.2,220.84,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.95,50.65,0.9846,96.97,100.0,98.7,0,1,30.27,33.0,221.77,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.98,59.74,0.9688,93.94,100.0,97.4,0,2,30.93,32.3,225.02,4.4
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.99,62.34,0.9688,93.94,100.0,97.4,0,2,31.12,32.1,225.94,4.4
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.01,0.999,67.53,0.9688,93.94,100.0,97.4,0,2,31.49,31.8,227.8,4.4
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.5,29.87,0.9846,96.97,100.0,98.7,0,1,28.77,34.8,214.34,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.6,35.06,0.9846,96.97,100.0,98.7,0,1,29.14,34.3,216.2,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.7,35.06,0.9846,96.97,100.0,98.7,0,1,29.14,34.3,216.2,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.8,38.96,0.9846,96.97,100.0,98.7,0,1,29.43,34.0,217.59,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.85,40.26,0.9846,96.97,100.0,98.7,0,1,29.52,33.9,218.05,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.9,41.56,0.9846,96.97,100.0,98.7,0,1,29.61,33.8,218.52,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.95,44.16,0.9846,96.97,100.0,98.7,0,1,29.8,33.6,219.45,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.98,53.25,0.9688,93.94,100.0,97.4,0,2,30.46,32.8,222.7,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.99,55.84,0.9688,93.94,100.0,97.4,0,2,30.65,32.6,223.62,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.02,0.999,61.04,0.9688,93.94,100.0,97.4,0,2,31.02,32.2,225.48,4.4
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.5,28.57,0.9688,93.94,100.0,97.4,0,2,28.67,34.9,213.88,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.6,33.77,0.9688,93.94,100.0,97.4,0,2,29.05,34.4,215.73,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.7,33.77,0.9688,93.94,100.0,97.4,0,2,29.05,34.4,215.73,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.8,37.66,0.9688,93.94,100.0,97.4,0,2,29.33,34.1,217.13,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.85,38.96,0.9688,93.94,100.0,97.4,0,2,29.43,34.0,217.59,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.9,40.26,0.9688,93.94,100.0,97.4,0,2,29.52,33.9,218.05,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.95,42.86,0.9688,93.94,100.0,97.4,0,2,29.71,33.7,218.98,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.98,51.95,0.9524,90.91,100.0,96.1,0,3,30.37,32.9,222.23,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.99,54.55,0.9524,90.91,100.0,96.1,0,3,30.55,32.7,223.16,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.05,0.999,59.74,0.9524,90.91,100.0,96.1,0,3,30.93,32.3,225.02,4.4
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.5,20.78,0.9355,87.88,100.0,94.81,0,4,28.11,35.6,211.09,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.6,25.97,0.9355,87.88,100.0,94.81,0,4,28.48,35.1,212.95,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.7,25.97,0.9355,87.88,100.0,94.81,0,4,28.48,35.1,212.95,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.8,29.87,0.9355,87.88,100.0,94.81,0,4,28.77,34.8,214.34,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.85,31.17,0.9355,87.88,100.0,94.81,0,4,28.86,34.6,214.81,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.9,32.47,0.9355,87.88,100.0,94.81,0,4,28.96,34.5,215.27,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.95,35.06,0.9355,87.88,100.0,94.81,0,4,29.14,34.3,216.2,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.98,44.16,0.918,84.85,100.0,93.51,0,5,29.8,33.6,219.45,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.99,46.75,0.918,84.85,100.0,93.51,0,5,29.99,33.3,220.38,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.1,0.999,51.95,0.918,84.85,100.0,93.51,0,5,30.37,32.9,222.23,4.5
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.5,11.69,0.9,81.82,100.0,92.21,0,6,27.45,36.4,207.84,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.6,16.88,0.9,81.82,100.0,92.21,0,6,27.83,35.9,209.7,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.7,16.88,0.9,81.82,100.0,92.21,0,6,27.83,35.9,209.7,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.8,20.78,0.9,81.82,100.0,92.21,0,6,28.11,35.6,211.09,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.85,22.08,0.9,81.82,100.0,92.21,0,6,28.2,35.5,211.56,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.9,23.38,0.9,81.82,100.0,92.21,0,6,28.3,35.3,212.02,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.95,25.97,0.9,81.82,100.0,92.21,0,6,28.48,35.1,212.95,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.98,35.06,0.8814,78.79,100.0,90.91,0,7,29.14,34.3,216.2,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.99,37.66,0.8814,78.79,100.0,90.91,0,7,29.33,34.1,217.13,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.15,0.999,42.86,0.8814,78.79,100.0,90.91,0,7,29.71,33.7,218.98,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.5,9.09,0.8621,75.76,100.0,89.61,0,8,27.26,36.7,206.92,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.6,14.29,0.8621,75.76,100.0,89.61,0,8,27.64,36.2,208.77,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.7,14.29,0.8621,75.76,100.0,89.61,0,8,27.64,36.2,208.77,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.8,18.18,0.8621,75.76,100.0,89.61,0,8,27.92,35.8,210.17,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.85,19.48,0.8621,75.76,100.0,89.61,0,8,28.01,35.7,210.63,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.9,20.78,0.8621,75.76,100.0,89.61,0,8,28.11,35.6,211.09,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.95,23.38,0.8621,75.76,100.0,89.61,0,8,28.3,35.3,212.02,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.98,32.47,0.8421,72.73,100.0,88.31,0,9,28.96,34.5,215.27,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.99,35.06,0.8421,72.73,100.0,88.31,0,9,29.14,34.3,216.2,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.2,0.999,40.26,0.8421,72.73,100.0,88.31,0,9,29.52,33.9,218.05,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.5,7.79,0.8621,75.76,100.0,89.61,0,8,27.17,36.8,206.45,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.6,12.99,0.8621,75.76,100.0,89.61,0,8,27.54,36.3,208.31,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.7,12.99,0.8621,75.76,100.0,89.61,0,8,27.54,36.3,208.31,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.8,16.88,0.8621,75.76,100.0,89.61,0,8,27.83,35.9,209.7,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.85,18.18,0.8621,75.76,100.0,89.61,0,8,27.92,35.8,210.17,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.9,19.48,0.8621,75.76,100.0,89.61,0,8,28.01,35.7,210.63,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.95,22.08,0.8621,75.76,100.0,89.61,0,8,28.2,35.5,211.56,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.98,31.17,0.8421,72.73,100.0,88.31,0,9,28.86,34.6,214.81,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.99,33.77,0.8421,72.73,100.0,88.31,0,9,29.05,34.4,215.73,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.25,0.999,38.96,0.8421,72.73,100.0,88.31,0,9,29.43,34.0,217.59,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.5,7.79,0.8621,75.76,100.0,89.61,0,8,27.17,36.8,206.45,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.6,12.99,0.8621,75.76,100.0,89.61,0,8,27.54,36.3,208.31,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.7,12.99,0.8621,75.76,100.0,89.61,0,8,27.54,36.3,208.31,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.8,16.88,0.8621,75.76,100.0,89.61,0,8,27.83,35.9,209.7,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.85,18.18,0.8621,75.76,100.0,89.61,0,8,27.92,35.8,210.17,4.8
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.9,19.48,0.8621,75.76,100.0,89.61,0,8,28.01,35.7,210.63,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.95,22.08,0.8621,75.76,100.0,89.61,0,8,28.2,35.5,211.56,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.98,31.17,0.8421,72.73,100.0,88.31,0,9,28.86,34.6,214.81,4.7
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.99,33.77,0.8421,72.73,100.0,88.31,0,9,29.05,34.4,215.73,4.6
PoseConv3D Tier 5,Champion m=2 (ST+T3),0.3,0.999,38.96,0.8421,72.73,100.0,88.31,0,9,29.43,34.0,217.59,4.6
